subforum,post_id,text,timestamp,author_id,url,thread_id,position_in_thread,agrees,sentence,treatments,sentiment,factual
support.2,post-258384,,2017-06-28T02:24:00,bill-bauer.22665,threads/i-think-i-just-gave-myself-a-third-acoustic-trauma-is-this-my-third-strike.22493/#post-258384,i-think-i-just-gave-myself-a-third-acoustic-trauma-is-this-my-third-strike.22493,6,0,Perhaps it Is prednisone (although the last time I took it my T didn't feel worse). Now the question is - is it a good idea for me to take the second pill... I tried.,steroids,neu,yes
introduce-yourself.11,post-258408,,2017-06-28T06:52:00,bill-bauer.22665,threads/not-doing-well-%E2%80%94-near-the-end.21892/#post-258408,not-doing-well-%E2%80%94-near-the-end.21892,22,0,"Due to the risks of tolerance and withdrawal seizures, clonazepam is generally not recommended for the long-term management of epilepsies. Increasing the dose can overcome the effects of tolerance, but tolerance to the higher dose may occur and adverse effects may intensify."" It is my understanding that T keeps changing for the first X months, and then whatever level you end up with, you might get stuck with for life.",clonazepam,neu,no
introduce-yourself.11,post-258564,,2017-06-28T20:14:00,neil33.25260,threads/loud-crashing-waves.22396/#post-258564,loud-crashing-waves.22396,4,0,"Once I knew that, then I listened to to white noise with that frequency removed, otherwise known as ""notched sound"".",notched music therapy,neu,yes
introduce-yourself.11,post-258406,,2017-06-28T06:40:00,bill-bauer.22665,threads/not-doing-well-%E2%80%94-near-the-end.21892/#post-258406,not-doing-well-%E2%80%94-near-the-end.21892,21,0,"When they write ""Clonazepam is effective in treating tinnitus"" are they talking about temporary relief, or will the relief be there only for as long as one is taking clonazepam?",clonazepam,neu,no
support.2,post-258655,,2017-06-29T04:56:00,chrisfromcanada.22003,threads/major-spike-from-possible-sinus-infection-or-sinus-issues-and-its-driving-me-crazy.22513/,major-spike-from-possible-sinus-infection-or-sinus-issues-and-its-driving-me-crazy.22513,1,0,I was doing very good ignoring my moderate T and I forgot how bad it is too have really loud T.  I have been taking NAC n-acetylcysteine for gut issues and I just upped my dose to 500mg twice a day. I doubt that its the NAC causing the spike and it is probably the sinus issues. Just to be safe I will lower my dose back to 500 mg once a day and see if it makes a difference.,nacetylcysteine,neu,yes
support.2,post-258494,,2017-06-28T15:28:00,chaz.22158,threads/tinnitus-retraining-therapy-trt-clinic-or-specialist-in-houston-tx.22463/#post-258494,tinnitus-retraining-therapy-trt-clinic-or-specialist-in-houston-tx.22463,5,0,"Michael, I have a question for you since you have done TRT and seem to be very experienced. Does TRT help with TTS symptoms? IM having issues with hyperacusis and TTS.",tinnintus retraining therapy,neu,no
support.2,post-258494,,2017-06-28T15:28:00,chaz.22158,threads/tinnitus-retraining-therapy-trt-clinic-or-specialist-in-houston-tx.22463/#post-258494,tinnitus-retraining-therapy-trt-clinic-or-specialist-in-houston-tx.22463,5,0,"Does TRT help with TTS symptoms? IM having issues with hyperacusis and TTS. My own voice makes my ear click/spasm, and also touching parts of my face.",tinnintus retraining therapy,neu,no
support.2,post-258493,,2017-06-28T15:16:00,michael-leigh.3134,threads/tinnitus-retraining-therapy-trt-clinic-or-specialist-in-houston-tx.22463/#post-258493,tinnitus-retraining-therapy-trt-clinic-or-specialist-in-houston-tx.22463,4,0,In my opinion it is far too early for you to be starting TRT. Leave it for at least 6 months. You are in the very early stages of tinnitus and you will probably habituate within 6 months.,tinnintus retraining therapy,neu,no
support.2,post-258540,,2017-06-28T18:34:00,tinker-bell.24916,threads/tinnitus-retraining-therapy-trt-clinic-or-specialist-in-houston-tx.22463/#post-258540,tinnitus-retraining-therapy-trt-clinic-or-specialist-in-houston-tx.22463,11,0,"With the exception of white noise machines, I am really not sure what the difference is between TRT and CBT. In either situation, the therapist matters so seek out one that you're comfortable with. I've had audiologists give me advice regarding sound enrichment and white noise machines.","tinnintus retraining therapy, cognitive behavioural therapy",neu,no
support.2,post-258366,,2017-06-27T23:35:00,nikopol.21758,threads/the-positivity-thread.3142/page-34#post-258366,the-positivity-thread.3142,997,0,"All I did were massages and daily usage of muscle-regenerating creme with some magnesium. My therapist told me I had chronical, proper inflamation of neck and back muscles, straining it all the way to ear with nerve blocade by the size of a wallnut. Literally a smaller wallnut.",magnesium,neu,yes
treatments.13,post-258218,,2017-06-27T16:15:00,gregca.15807,threads/notched-music-therapy-diy-audionotch-etc.61/page-9#post-258218,notched-music-therapy-diy-audionotch-etc.61,256,0,"As with most notched content, the notch is imperceptible: you have to open a spectrum analyzer to ""see it"".",notched music therapy,neu,no
support.2,post-258402,,2017-06-28T05:50:00,tuneout.24559,threads/i-think-i-just-gave-myself-a-third-acoustic-trauma-is-this-my-third-strike.22493/#post-258402,i-think-i-just-gave-myself-a-third-acoustic-trauma-is-this-my-third-strike.22493,11,0,"In another study; 1-, 10-, 100- and 1000-ng/ml doses of dexamethasone were administered directly into the scala tympani of guinea pigs exposed to 120-dB SPL octave band noise on the fourth day of dexamethasone administration. Direct application of dexamethasone to the inner ear was reported to be effective in protecting against NIHL [6]. Arslan et al.",steroids,neu,no
support.2,post-258390,,2017-06-28T03:02:00,bill-bauer.22665,threads/i-think-i-just-gave-myself-a-third-acoustic-trauma-is-this-my-third-strike.22493/#post-258390,i-think-i-just-gave-myself-a-third-acoustic-trauma-is-this-my-third-strike.22493,8,0,Looks like the risk is less than 0.1% for prednisone. That's still significant. The good news is that 2/3rds get T after taking prednisone for more than a month.,steroids,neu,no
support.2,post-258655,,2017-06-29T04:56:00,chrisfromcanada.22003,threads/major-spike-from-possible-sinus-infection-or-sinus-issues-and-its-driving-me-crazy.22513/,major-spike-from-possible-sinus-infection-or-sinus-issues-and-its-driving-me-crazy.22513,1,0,If my sinus issues resolve and the spike doesnt fade then I will stop the NAC. Well time to pop some ativan and hope tomorrow is a better day.,nacetylcysteine,neu,yes
introduce-yourself.11,post-258597,,2017-06-28T22:31:00,gregca.15807,threads/stapedectomy-ssd-tinnitus-any-advice-is-welcomed.22506/#post-258597,stapedectomy-ssd-tinnitus-any-advice-is-welcomed.22506,8,0,Was the surgery done with laser or drill?,low-level laser therapy,neu,no
introduce-yourself.11,post-258254,,2017-06-27T18:48:00,tuneout.24559,threads/30-year-old-ears-poisoned-by-wellbutrin.22399/#post-258254,30-year-old-ears-poisoned-by-wellbutrin.22399,10,0,"It also elevates gaba by preventing it's breakdown, which Parnate does not do. There are some important dietary restrictions to follow and this is why they are not more widely prescribed. I think it's a better option than getting your brain zapped with electricity!",gabapentin,neu,no
support.2,post-258402,,2017-06-28T05:50:00,tuneout.24559,threads/i-think-i-just-gave-myself-a-third-acoustic-trauma-is-this-my-third-strike.22493/#post-258402,i-think-i-just-gave-myself-a-third-acoustic-trauma-is-this-my-third-strike.22493,11,0,"Pharmacological agents used for treatment and prevention in noise-induced hearing loss Steroids Interest in hormonal regulation of hearing physiology and sensitivity to noise has resulted in conservative strategies focusing on steroid hormones. The most studied steroids are dexamethasone and methylprednisolone. Administration route, timing and effective dose have all been investigated in various previous studies.",steroids,neu,no
treatments.13,post-258368,,2017-06-27T23:47:00,ambassador.23622,threads/notched-music-therapy-diy-audionotch-etc.61/page-9#post-258368,notched-music-therapy-diy-audionotch-etc.61,259,0,"Don't misunderstand I am an advocate for notched but let's face it, it's not a 100% guarantee that it will work and because of that I make extensive use of all types of sound therapy, neuromonics and sound enrichment and have at times slept with sleep phones. I'm listening now as I often do in the evenings while watching TV or browsing the forums.","neuromonics, notched music therapy",neu,no
support.2,post-258639,,2017-06-29T03:34:00,maxk.25388,threads/will-i-ever-be-able-to-sleep-again.22511/,will-i-ever-be-able-to-sleep-again.22511,1,0,"The thing is, I don't really have a hard time falling asleep at night, even without any maskers. It's waking up and failing to fall asleep again that's the problem. Is this how I'm now gonna live my life?",masking,neu,no
support.2,post-258527,,2017-06-28T17:57:00,tuneout.24559,threads/tinnitus-started-after-3-days-of-50-mg-of-nortriptyline.22421/#post-258527,tinnitus-started-after-3-days-of-50-mg-of-nortriptyline.22421,8,0,"I've taken ambien quite a few times, although not in awhile. I'm not sure how it effects my breathing. Do you have any experience with a CPAP?",zolpidem,neu,yes
support.2,post-258402,,2017-06-28T05:50:00,tuneout.24559,threads/i-think-i-just-gave-myself-a-third-acoustic-trauma-is-this-my-third-strike.22493/#post-258402,i-think-i-just-gave-myself-a-third-acoustic-trauma-is-this-my-third-strike.22493,11,0,"In human studies, it has been shown that after acoustic trauma, the administration of systemic with intratympanic steroid treatment results in better hearing outcomes than with systemic steroids alone [165, 166]. Although there is some evidence for a protective effect of steroids in acute acoustic trauma, clearly it is not a long-term option for chronic occupational noise exposure considering the negative side effects of systemic long-term steroid usage. - Eur Arch Otorhinolaryngol.",steroids,neu,no
introduce-yourself.11,post-258373,,2017-06-28T00:47:00,billie48.2670,threads/im-new-here-my-name-is-sheron.22486/#post-258373,im-new-here-my-name-is-sheron.22486,2,0,ACRN has often been discussed here. You can search this on TT and will see many discussions in the past. There are also free sites you can test out without paying hefty fees for it.,acoustic cr neuromodulation,neu,no
support.2,post-258655,,2017-06-29T04:56:00,chrisfromcanada.22003,threads/major-spike-from-possible-sinus-infection-or-sinus-issues-and-its-driving-me-crazy.22513/,major-spike-from-possible-sinus-infection-or-sinus-issues-and-its-driving-me-crazy.22513,1,0,I doubt that its the NAC causing the spike and it is probably the sinus issues. Just to be safe I will lower my dose back to 500 mg once a day and see if it makes a difference. If my sinus issues resolve and the spike doesnt fade then I will stop the NAC.,nacetylcysteine,neu,yes
support.2,post-258498,,2017-06-28T15:47:00,michael-leigh.3134,threads/masking-sound-crickets-at-night-%E2%80%94-cant-hear-higher-pitch-frequencies-by-the-end-of-the-night.22501/#post-258498,masking-sound-crickets-at-night-%E2%80%94-cant-hear-higher-pitch-frequencies-by-the-end-of-the-night.22501,2,0,Magnesium helps nerve repair. The auditory system is made up of nerves. Carry on using sound enrichment.,magnesium,neu,no
introduce-yourself.11,post-258597,,2017-06-28T22:31:00,gregca.15807,threads/stapedectomy-ssd-tinnitus-any-advice-is-welcomed.22506/#post-258597,stapedectomy-ssd-tinnitus-any-advice-is-welcomed.22506,8,0,"If you have one ""good ear"", you can still try to ""drown"" your T with other sounds (I don't mean completely masking it, I just mean that it'll be part of a ""bigger picture"" where the brain isn't going to pay as much attention to it) Is your other (good) ear also affected by otosclerosis?",masking,neu,no
support.55,post-258410,,2017-06-28T07:35:00,lex.21107,threads/contributing-factors-to-tinnitus-and-hyperacusis.22479/#post-258410,contributing-factors-to-tinnitus-and-hyperacusis.22479,5,0,"TRT isn't available in my country. I already looked. No, I don't use a sound machine.",tinnintus retraining therapy,neu,no
support.2,post-258257,,2017-06-27T18:51:00,oscram.25372,threads/stop-researching-a-cure-for-tinnitus-anyone-can-recover-naturally.22489/,stop-researching-a-cure-for-tinnitus-anyone-can-recover-naturally.22489,1,0,Try some body based therapy to settle your nerves: Acupuncture / Cranial Sacral / Chiropractic Try some body based activity to settle your nerves: swimming / spa day / yoga Love yourself. Look after yourself. Cut yourself some slack.,acupuncture,neu,no
support.2,post-258540,,2017-06-28T18:34:00,tinker-bell.24916,threads/tinnitus-retraining-therapy-trt-clinic-or-specialist-in-houston-tx.22463/#post-258540,tinnitus-retraining-therapy-trt-clinic-or-specialist-in-houston-tx.22463,11,0,There is a psychologist on TT who talks about his own experience with tinnitus and CBT. His name is Dr. Hubbard and I have found his threads to be very helpful.,cognitive behavioural therapy,neu,no
support.55,post-258533,,2017-06-28T18:11:00,sen.1066,threads/contributing-factors-to-tinnitus-and-hyperacusis.22479/#post-258533,contributing-factors-to-tinnitus-and-hyperacusis.22479,9,1,"Some people in the TRT camp think it has to do with my ""negative thoughts"" about sound. This doesn't make sense to me, because I thrive on sound. My thoughts about sound are almost entirely positive, and there's nothing I would like more than to be able to experience sound like I used to.",tinnintus retraining therapy,neu,no
research-news.4,post-258265,,2017-06-27T19:26:00,tinker-bell.24916,threads/frequency-therapeutics-%E2%80%94-hearing-loss-regeneration.18889/page-20#post-258265,frequency-therapeutics-%E2%80%94-hearing-loss-regeneration.18889,592,3,"Money is a factor, too, but I know quite a few people who could easily afford it but do not care to have laser eye surgery because they're content with glasses or contacts. Likewise, there are likely people with hearing loss -- thinking specifically of my grandparents' generation -- who are content with hearing aids. Or then there are even people who have tinnitus and hearing loss yet never bothered with a hearing aid, but have habituated so much that they likely would not seek a treatment.",low-level laser therapy,neu,no
introduce-yourself.11,post-258469,,2017-06-28T13:33:00,riya.25185,threads/newbie-to-tinnitus.11115/#post-258469,newbie-to-tinnitus.11115,6,0,"I try and masking mine with cricket sounds during the night, and mostly avoid quiet rooms.",masking,neu,yes
support.2,post-258402,,2017-06-28T05:50:00,tuneout.24559,threads/i-think-i-just-gave-myself-a-third-acoustic-trauma-is-this-my-third-strike.22493/#post-258402,i-think-i-just-gave-myself-a-third-acoustic-trauma-is-this-my-third-strike.22493,11,0,"Although there is some evidence for a protective effect of steroids in acute acoustic trauma, clearly it is not a long-term option for chronic occupational noise exposure considering the negative side effects of systemic long-term steroid usage. - Eur Arch Otorhinolaryngol. 2016 Dec;273(12):4089-4101.",steroids,neu,no
introduce-yourself.11,post-258534,,2017-06-28T18:13:00,mikev.25288,threads/new-to-tinnitus.20515/#post-258534,new-to-tinnitus.20515,13,0,"Can't say for sure unless I was to stop taking the zinc supplement and see if my T gets worse. But I'm not willing to do that. I have had tinnitus for about 1 yr.  High pitched tone, mainly in my left ear but also in my right.",zinc,neu,yes
introduce-yourself.11,post-258469,,2017-06-28T13:33:00,riya.25185,threads/newbie-to-tinnitus.11115/#post-258469,newbie-to-tinnitus.11115,6,0,Anyone tried ginko? Any effects? Please do share help tips!,ginkgo,neu,no
introduce-yourself.11,post-258408,,2017-06-28T06:52:00,bill-bauer.22665,threads/not-doing-well-%E2%80%94-near-the-end.21892/#post-258408,not-doing-well-%E2%80%94-near-the-end.21892,22,0,Perhaps it is a good idea to take clonazepam as a way to get stuck with T that is less loud?! And then there is this http://www.ehealthme.com/ds/clonazepam/tinnitus/ That site also shows that there are people out there who take this drug for longer than 10 years. It might be a good drug for the author of this thread to experiment with...,clonazepam,neu,no
support.2,post-258540,,2017-06-28T18:34:00,tinker-bell.24916,threads/tinnitus-retraining-therapy-trt-clinic-or-specialist-in-houston-tx.22463/#post-258540,tinnitus-retraining-therapy-trt-clinic-or-specialist-in-houston-tx.22463,11,0,"They've also talked to me about my CBT and said that combined with their sound enrichment advice, it's exactly in line with what TRT sets out to achieve. Here's a link to one of Dr. Hubbard's threads: https://www.tinnitustalk.com/threads/how-cbt-helped-me-live-again-â€”-dr-hubbards-story.4608/","tinnintus retraining therapy, cognitive behavioural therapy",neu,no
support.2,post-258402,,2017-06-28T05:50:00,tuneout.24559,threads/i-think-i-just-gave-myself-a-third-acoustic-trauma-is-this-my-third-strike.22493/#post-258402,i-think-i-just-gave-myself-a-third-acoustic-trauma-is-this-my-third-strike.22493,11,0,[7] investigated the effect of dexamethasone in the treatment of NIHL in 26 rats. These were exposed to 115-dB SPL white noise for 3 h a day for 10 days. Dexamethasone was injected at 2 mg/kg for 7 days in the first hour after noise exposure.,steroids,neu,no
introduce-yourself.11,post-258484,,2017-06-28T14:25:00,mikev.25288,threads/tinnitus-for-a-year-zinc-seems-to-be-helping-with-my-tinnitus.22500/,tinnitus-for-a-year-zinc-seems-to-be-helping-with-my-tinnitus.22500,1,0,"Only way to know for sure is to stop taking Zinc altogether. I'm not willing to do that since I do not want the strong episodes of T to return. Anyway, you might want to give it a try.",zinc,neu,no
support.55,post-258546,,2017-06-28T19:02:00,michael-leigh.3134,threads/contributing-factors-to-tinnitus-and-hyperacusis.22479/#post-258546,contributing-factors-to-tinnitus-and-hyperacusis.22479,10,0,As you know @Sen I have had TRT and don't believe your hyperacusis has anything to do with negativity. TRT is a combination of two treatments. Counselling and  Sound therapy.,tinnintus retraining therapy,neu,no
support.2,post-258657,,2017-06-29T05:00:00,rinz.25407,threads/airplane-contact-noise-question-recent-trip-caused-a-worsening-of-tinnitus.22515/,airplane-contact-noise-question-recent-trip-caused-a-worsening-of-tinnitus.22515,1,0,"Although I am a very experienced 17-years T. sufferer, every time a new sound seems to appear, my heart jolts, I go into panic mode, can't sleep, which makes it worse, tonight I need to resort to sleeping pill (zolpidem) which I like to avoid. So, do you think that the airplane could have caused my new T? Also, I highly appreciate any tips on what you do to sleep better?",zolpidem,neu,yes
introduce-yourself.11,post-258507,,2017-06-28T16:28:00,pmc.10206,threads/tinnitus-for-a-year-zinc-seems-to-be-helping-with-my-tinnitus.22500/#post-258507,tinnitus-for-a-year-zinc-seems-to-be-helping-with-my-tinnitus.22500,2,0,"As well as the Zinc that you have started taking, I would be very pleased if you would also allow me to add you to my prayer-list, which you could count on ... that is 500 mg of prayer morning & night! With all best wishes to you and your family, Mike ... take lots of care Paul",zinc,neu,no
support.52,post-258305,,2017-06-27T21:15:00,pat-w.21112,threads/pulsatile-tinnitus-since-oct-2016-%E2%80%94-i-have-tried-many-things-to-no-avail-next-steps.22449/#post-258305,pulsatile-tinnitus-since-oct-2016-%E2%80%94-i-have-tried-many-things-to-no-avail-next-steps.22449,5,0,"I have had Reiki, used home remedies, and presently in acupuncture. I have been to Dr. Eisenman at the U of Md. and Johns Hopkins as well.",acupuncture,neu,yes
alternative-treatments-and-research.27,post-258544,,2017-06-28T18:53:00,bill-smith.25182,threads/diy-low-level-laser-therapy-for-tinnitus-on-a-budget-%E2%80%94-lllt-under-100.15342/page-32#post-258544,diy-low-level-laser-therapy-for-tinnitus-on-a-budget-%E2%80%94-lllt-under-100.15342,940,0,"I enclosed an image because I understand other laser applications are constructions you wear on the head? I find the 'pillow' convenient because you just sleep on it. Financially, it's nothing to do with me.",low-level laser therapy,neu,no
introduce-yourself.11,post-258601,,2017-06-28T22:58:00,alexh.25396,threads/stapedectomy-ssd-tinnitus-any-advice-is-welcomed.22506/#post-258601,stapedectomy-ssd-tinnitus-any-advice-is-welcomed.22506,10,0,"The surgery was done with laser. In the other ear I had a stapedectomy that went well, since it also had otosclerosis.",low-level laser therapy,neu,no
research-news.4,post-258288,,2017-06-27T20:19:00,paulmanlike.23965,threads/inner-ear-hair-cell-regeneration-%E2%80%94-maybe-we-can-know-more.3131/page-89#post-258288,inner-ear-hair-cell-regeneration-%E2%80%94-maybe-we-can-know-more.3131,2654,0,"""I'm hopeful that plasticity works in reverse..."" According to the work of ACRN therapy it is possible to change the brains plasticity reducing tinnitus. Again, whether that is true or there's been much evidence for this is another topic.",acoustic cr neuromodulation,neu,no
research-news.4,post-258169,,2017-06-27T12:02:00,fabrikat.24262,threads/new-university-of-michigan-tinnitus-discovery-%E2%80%94-signal-timing.2805/page-4#post-258169,new-university-of-michigan-tinnitus-discovery-%E2%80%94-signal-timing.2805,119,0,"Has your tinnitus reduction of 25% persisted to date following your trial with the Mutebutton? Would it have reduced further and permanently, with continued use, in your opinion? I'm interested to know how it's been for you since then.",mutebutton,neu,no
introduce-yourself.11,post-258484,,2017-06-28T14:25:00,mikev.25288,threads/tinnitus-for-a-year-zinc-seems-to-be-helping-with-my-tinnitus.22500/,tinnitus-for-a-year-zinc-seems-to-be-helping-with-my-tinnitus.22500,1,0,"Good luck with your T, and let me know if taking Zinc has improved your situation. -Mike",zinc,neu,no
success-stories.47,post-258542,,2017-06-28T18:43:00,bill-smith.25182,threads/this-seems-to-be-helping.18560/#post-258542,this-seems-to-be-helping.18560,8,0,"Hello, Noisebox How do you get B12 injections in the UK please. Will GP prescribe? If not, how do you get them privately?",Vitamin B12,neu,no
introduce-yourself.11,post-258262,,2017-06-27T19:04:00,3ri0w.12455,threads/30-year-old-ears-poisoned-by-wellbutrin.22399/#post-258262,30-year-old-ears-poisoned-by-wellbutrin.22399,11,0,"Does it take time to work like SSRIs take 4 weeks or something to start to ""work""",antidepressant,neu,no
support.55,post-225449,,"Jan 8, 2017 at 12:10 PM",lapidus.4031,threads/hyperacusis-%E2%80%94-can-normal-sounds-cause-damage-in-a-person-who-has-tinnitus-and-hyperacusis.19110/page-2#post-225449,hyperacusis-%E2%80%94-can-normal-sounds-cause-damage-in-a-person-who-has-tinnitus-and-hyperacusis.19110,33,0,He's ordered the Lucky Laser and is starting a treatment plan with the help of Zazzio.  ,laser (lllt),neu,no
support.2,post-92198,,"Jan 27, 2015 at 9:50 AM",undecided.4741,threads/drugs-that-lower-tinnitus-volume.7984/#post-92198,drugs-that-lower-tinnitus-volume.7984,2,1,IV lidocaine. Dopamine agonists. Neurontin.,lidocaine (lidocaine),neu,no
alternative-treatments-and-research.27,post-192894,,"Jul 12, 2016 at 6:58 AM",reinier.12659,threads/diy-low-level-laser-therapy-for-tinnitus-on-a-budget-%E2%80%94-lllt-under-100.15342/page-4#post-192894,diy-low-level-laser-therapy-for-tinnitus-on-a-budget-%E2%80%94-lllt-under-100.15342,98,0,"I will try to follow exactly the same procedure except starting the laser an listen what happens. Also it is my experience in everyday life, my tinnitus gets noticeable after the level increased. So thinking about tinnitus when it is at a low level does not appear to influence my tinnitus.",laser (lllt),neu,yes
research-news.4,post-49419,,"Jun 3, 2014 at 8:22 AM",johndoe.3143,threads/am-101-tactt1-results-released.1994/page-35#post-49419,am-101-tactt1-results-released.1994,1041,0,"So @nills, you received one shot of am-101 in what dosage? Did your Tinnitus come from noise trauma? How many month's in did you get the shot of am-101?",am101 (am101),neu,no
introduce-yourself.11,post-149107,,"Nov 24, 2015 at 2:08 PM",marc-stegeman.12431,threads/new-member.12140/,new-member.12140,1,0,"Meantime, has anybody had any success using techniques like acoustic neuromodulation or on ketonic diet to boost the brain's potassium channels? Thanks ",neuromodulation (neuromodulation),neu,no
support.2,post-144311,,"Oct 24, 2015 at 8:26 AM",danny-boy.5844,threads/which-one-is-the-truth-im-confused-can-drugs-or-homeopathic-products-be-harmful-for-the-brain.11696/#post-144311,which-one-is-the-truth-im-confused-can-drugs-or-homeopathic-products-be-harmful-for-the-brain.11696,2,0,"Among others, zinc,106 melatonin,75 lidocaine,107 botulinum toxin,108 antioxidants minerals, vitamins, ginkgo biloba, and other herbal remedies,109 have been considered in the treatment of tinnitus. Indeed, psychological (eg, cognitive behavioral therapy) and retraining approaches have been suggested repeatedly as preferred integrative or stand-alone treatments.110 However, psychopharmacological agents are often considered choices as well, although it is difficult to assess their efficacy. In fact, major limits influence the validity of available literature evidence.",ginkgo (ginkgo) | biloba (ginkgo),neu,no
treatments.13,post-85207,,"Dec 24, 2014 at 11:15 PM",1mw.6424,threads/retigabine-trobalt-potiga-%E2%80%94-general-discussion.5074/page-123#post-85207,retigabine-trobalt-potiga-%E2%80%94-general-discussion.5074,3672,0,I can't find easy the retigabine where can i get this powder of retigabine ? One chinese from alibaba want 1200$ for 100g more expensive than trobalt but can give me without prescriptions/collisions.Also quality is chinese so there is a risk. Do you know some valuable seller to buy in good price whithout prescriptions and collisions ?,retigabine (retigabine),neu,no
research-news.4,post-156502,,"Jan 5, 2016 at 6:42 PM",zimichael.2695,threads/levetiracetam-keppra-%E2%80%94-another-possible-potassium-channel-modulator.7295/page-14#post-156502,levetiracetam-keppra-%E2%80%94-another-possible-potassium-channel-modulator.7295,392,0,"Compared to Trobalt, ""Twinkies"" may be more harmful to your health than this stuff. Well, as usual, not everyone is created equally and treat accordingly. Ummmm... OK think that's about it for my Keppra 101.",trobalt (retigabine),neu,no
treatments.13,post-104451,,"Apr 4, 2015 at 9:26 PM",steveo.7342,threads/mutebutton.124/page-13#post-104451,mutebutton.124,365,0,Quote from vns patent Etc But mutebutton even mention any form of nerve stimulus could work etc and mention vns Essentiall to repeat a point ... All forcing plasticity. This is why these guys need to work together. I would assume the noise and heavy accupunture... Aka nerve trauma forced stimulus could also help or gaba induced drugs or hallucigens.,mutebutton (mutebutton),neu,no
support.2,post-26708,,"Jan 3, 2014 at 8:58 PM",rainman.2665,threads/cymbalta-withdrawal.2955/#post-26708,cymbalta-withdrawal.2955,2,0,"I was on cymbalta lowest dose 30mg per day for 1,5 years. I waived it off within a month, sadly there is no smaller doses to go to and i couldn't take it every other day right away, so basically i split it. Its definitely not recommended but i went smt like this.",cymbalta (antidepressant),neu,yes
support.2,post-167665,,"Feb 29, 2016 at 5:43 PM",gavs.14527,threads/tinnitus-clinic-visit-tomorrow.13878/,tinnitus-clinic-visit-tomorrow.13878,1,0,I will also get cbt. Do you think it will help? I'm struggling with depression and anxiety and can't cope,cbt (cognitive behavioural therapy),neu,no
treatments.13,post-170837,,"Mar 18, 2016 at 5:47 PM",reinier.12659,threads/acoustic-cr%C2%AE-neuromodulation-a-new-treatment-for-tinnitus.219/page-14#post-170837,acoustic-cr%C2%AE-neuromodulation-a-new-treatment-for-tinnitus.219,404,0,Looking at the principle of the neuromodulator it did not look too far fetched to me. The weird thing is that insurers in the Netherlands will pay for TRT. As far as I know there is no clinical prove that TRT works.,neuromodulator (neuromodulation),neu,no
treatments.13,post-99207,,"Mar 10, 2015 at 9:24 PM",svintegrity.8118,threads/neuromonics.1378/page-7#post-99207,neuromonics.1378,181,0,@Steve H I posted that last reply before I remembered to ask you what was the ANM trial? How long did your worsening tinnitus and horrendous hyperacusis last? What did you do about it?,anm (neuromodulation),neu,no
treatments.13,post-122927,,"Jun 25, 2015 at 11:58 AM",martin69.3384,threads/retigabine-trobalt-potiga-%E2%80%94-general-discussion.5074/page-165#post-122927,retigabine-trobalt-potiga-%E2%80%94-general-discussion.5074,4939,1,"I have the impression Trobalt does something, but I don't know. 100 mg is probably much too low. Let's hope AUT00063 and SF00034 will do the magic for us.",trobalt (retigabine),neu,yes
treatments.13,post-39437,,"Mar 26, 2014 at 4:04 PM",resonanceceo.2289,threads/hyperbaric-oxygen-therapy.211/page-12#post-39437,hyperbaric-oxygen-therapy.211,358,1,"If you do get HBOT, it needs to be done under the supervision of a board certified otologist. Anyone else will not have an appreciation for the risks involved in putting an at-risk cochlea under high pressure. Approach this therapy with extreme caution!",hbot (hyperbaric oxygen therapy),neu,no
support.2,post-55108,,"Jul 10, 2014 at 10:50 AM",undecided.4741,threads/sleepy.5427/#post-55108,sleepy.5427,14,1,"You can eat bananas (magnesium) and cherries (melatonin). You can drink some chamomile. Also, having some (zolpidem based) pills next to your bed won't hurt much.",melatonin (melatonin) | magnesium (magnesium),neu,no
introduce-yourself.11,post-196184,,"Aug 1, 2016 at 10:44 AM",karel.17539,threads/my-story-feel-like-im-slowly-losing-the-battle.16178/#post-196184,my-story-feel-like-im-slowly-losing-the-battle.16178,17,0,"And if all else fails I will try TRT. And keep waiting for science to finally invent a (partial) cure of course, though I know that will likely take several more years at the very least.. ",,neu,no
research-news.4,post-93901,,"Feb 6, 2015 at 7:26 AM",juan-carlos.5391,threads/autifony-therapeutics-phase-ii-study-for-aut00063-for-the-treatment-of-hearing-loss-and-tinnitus.6516/page-37#post-93901,autifony-therapeutics-phase-ii-study-for-aut00063-for-the-treatment-of-hearing-loss-and-tinnitus.6516,1101,1,"As a good sign, Autifony is not going to the stock markets, wich at leasts tells me is not a fraud market operation and they believe in their product so not selling part of it, as happened with AM101  ",am101 (am101),neu,no
research-news.4,post-187283,,"Jun 9, 2016 at 3:49 PM",cityjohn.16343,threads/lllt-efficacy-mobilizing-mitochondria-may-be-key-to-regenerating-damaged-neurons-zhou-b-et-al.15834/#post-187283,lllt-efficacy-mobilizing-mitochondria-may-be-key-to-regenerating-damaged-neurons-zhou-b-et-al.15834,11,0,"This researcher just figured out why and how LLLT would work on the nervous system without even being aware of LLLT. For this exact reason university's are creating multidisciplinary studies around the world so that absolutely crucial research gets linked. Microstructure research in animals is not quite like substance research, nerves are nerves, they all function in the much the same way because there's only one law of nature and we have common ancestry.",lllt (lllt),neu,no
